Име - Категория,Име - Група,Име артикул,Брой в опаковка артикул,Минимално количество за поръчка артикул
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  2.8 x 61 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  3.0 x 61 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  3.2 x 65 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  3.3 x 65 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  3.5 x 70 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  3.8 x 75 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.0 x 75 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.1 x 75 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.2 x 75 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.3 x 80 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.5 x 80 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.8 x 86 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  4.9 x 86 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  5.0 x 86 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  5.1 x 86 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  5.2 x 86 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  5.5 x 93 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  5.8 x 93 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  6.0 x 93 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  6.2 x 101 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  6.5 x 101 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  6.8 x 109 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  7.0 x 109 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  7.5 x 109 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  8.0 x 117 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  8.5 x 117 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  9.0 x 125 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  9.5 x 125 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  10.0 x 133 mm,10,10
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  10.5 x 133 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  11.0 x 142 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  11.5 x 142 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  12.0 x 151 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  12.5 x 151 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  13.0 x 151 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  13.5 x 160 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  14.0 x 160 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  14.5 x 169 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  15.0 x 169 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  16.0 x 178 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  16.5 x 184 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  17.0 x 184 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  18.0 x 191 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  18.5 x 198 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS DIN 338  19.0 x 198 mm,5,5
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS-BX  Set 1 -10,1,1
Ударно-пробивна и къртеща техника,Инструменти,Свредло HSS-BX  Set 1 -13,1,1
Ударно-пробивна и къртеща техника,Инструменти,Свредло SDS-Plus Triplo 3-cutter 8 x 160 mm.,1,1
Ударно-пробивна и къртеща техника,Инструменти,Свредло SDS-Plus Triplo 3-cutter 8 x 210 mm.,1,1
Ударно-пробивна и къртеща техника,Инструменти,Шило MPM  Point Chisel 250 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Секач MPM  Flat Chisel 250/20 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Лопатка MPM  Spade Chisel 250/40 mm,1,1
Разни,Инструменти за рязане,Машина за рязане на плочки ръчна SIRI EKO 63,1,1
Ударно-пробивна и къртеща техника,Инструменти,Каналокопател MPM  Hollow Chisel 250/22 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Лопатка MXM  Hollow Chisel 300/26 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Лопатка MXM  Channel Chisel 300/32 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Лопатка MXM  Wing Chisel 380/35 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Шило MXM  Point Chisel 280 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Шило MXM  Point Chisel 400 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Шило MXM  Point Chisel 600 mm,1,1
Ударно-пробивна и къртеща техника,Инструменти,Лопатка MXM  Slotting Chisel 300/32 mm,1,1
